Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      31/79          Range* std::__addressof<Range>(Range&) [72]
                0.00    0.00      31/31          void std::_Construct<Range, Range>(Range*, Range&&) [79]
                0.00    0.00      31/31          std::move_iterator<Range*>::operator++() [78]
-----------------------------------------------
                0.00    0.00      12/12          Range* std::__uninitialized_copy_a<std::move_iterator<Range*>, Range*, Range>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*, std::allocator<Range>&) [94]
[93]     0.0    0.00    0.00      12         Range* std::uninitialized_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [93]
                0.00    0.00      12/12          Range* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [92]
-----------------------------------------------
                0.00    0.00      12/12          Range* std::__uninitialized_move_if_noexcept_a<Range*, Range*, std::allocator<Range> >(Range*, Range*, Range*, std::allocator<Range>&) [95]
[94]     0.0    0.00    0.00      12         Range* std::__uninitialized_copy_a<std::move_iterator<Range*>, Range*, Range>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*, std::allocator<Range>&) [94]
                0.00    0.00      12/12          Range* std::uninitialized_copy<std::move_iterator<Range*>, Range*>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*) [93]
-----------------------------------------------
                0.00    0.00      12/12          void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [32]
[95]     0.0    0.00    0.00      12         Range* std::__uninitialized_move_if_noexcept_a<Range*, Range*, std::allocator<Range> >(Range*, Range*, Range*, std::allocator<Range>&) [95]
                0.00    0.00      24/24          std::move_iterator<Range*> std::__make_move_if_noexcept_iterator<Range, std::move_iterator<Range*> >(Range*) [83]
                0.00    0.00      12/12          Range* std::__uninitialized_copy_a<std::move_iterator<Range*>, Range*, Range>(std::move_iterator<Range*>, std::move_iterator<Range*>, Range*, std::allocator<Range>&) [94]
-----------------------------------------------
                0.00    0.00       1/7           std::_Vector_base<Range, std::allocator<Range> >::~_Vector_base() [136]
                0.00    0.00       6/7           void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [32]
[96]     0.0    0.00    0.00       7         std::_Vector_base<Range, std::allocator<Range> >::_M_deallocate(Range*, unsigned long) [96]
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Range> >::deallocate(std::allocator<Range>&, Range*, unsigned long) [101]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Range> >::deallocate(std::allocator<Range>&, Range*, unsigned long) [101]
[97]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Range>::deallocate(Range*, unsigned long) [97]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Range> >::allocate(std::allocator<Range>&, unsigned long) [102]
[98]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Range>::allocate(unsigned long, void const*) [98]
                0.00    0.00       6/18          __gnu_cxx::new_allocator<Range>::max_size() const [85]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [32]
[99]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::difference_type __gnu_cxx::operator-<Range*, std::vector<Range, std::allocator<Range> > >(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > > const&, __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > > const&) [99]
                0.00    0.00      12/24          __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::base() const [81]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [32]
[100]    0.0    0.00    0.00       6         std::_Vector_base<Range, std::allocator<Range> >::_M_allocate(unsigned long) [100]
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Range> >::allocate(std::allocator<Range>&, unsigned long) [102]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Range, std::allocator<Range> >::_M_deallocate(Range*, unsigned long) [96]
[101]    0.0    0.00    0.00       6         std::allocator_traits<std::allocator<Range> >::deallocate(std::allocator<Range>&, Range*, unsigned long) [101]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Range>::deallocate(Range*, unsigned long) [97]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Range, std::allocator<Range> >::_M_allocate(unsigned long) [100]
[102]    0.0    0.00    0.00       6         std::allocator_traits<std::allocator<Range> >::allocate(std::allocator<Range>&, unsigned long) [102]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Range>::allocate(unsigned long, void const*) [98]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Range, std::allocator<Range> >::push_back(Range const&) [31]
[103]    0.0    0.00    0.00       6         std::vector<Range, std::allocator<Range> >::end() [103]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::__normal_iterator(Range* const&) [88]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Range, std::allocator<Range> >::_M_realloc_insert<Range const&>(__gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >, Range const&) [32]
[104]    0.0    0.00    0.00       6         std::vector<Range, std::allocator<Range> >::begin() [104]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<Range*, std::vector<Range, std::allocator<Range> > >::__normal_iterator(Range* const&) [88]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Range, std::allocator<Range> >::_M_check_len(unsigned long, char const*) const [37]
[105]    0.0    0.00    0.00       6         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [105]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [112]
[106]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [106]
                0.00    0.00       2/1000004     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [50]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [107]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [106]
[107]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [107]
                0.00    0.00       2/2           std::pointer_traits<char const*>::pointer_to(char const&) [110]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >&) [109]
[108]    0.0    0.00    0.00       2         std::_Head_base<0ul, Interconnect*, false>::_M_head(std::_Head_base<0ul, Interconnect*, false>&) [108]
-----------------------------------------------
                0.00    0.00       2/2           Interconnect*& std::__get_helper<0ul, Interconnect*, std::default_delete<Interconnect> >(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >&) [116]
[109]    0.0    0.00    0.00       2         std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >&) [109]
                0.00    0.00       2/2           std::_Head_base<0ul, Interconnect*, false>::_M_head(std::_Head_base<0ul, Interconnect*, false>&) [108]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [107]
[110]    0.0    0.00    0.00       2         std::pointer_traits<char const*>::pointer_to(char const&) [110]
                0.00    0.00       2/2           char const* std::addressof<char const>(char const&) [118]
-----------------------------------------------
                0.00    0.00       1/2           std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::~unique_ptr() [40]
                0.00    0.00       1/2           std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::__uniq_ptr_impl(Interconnect*) [139]
[111]    0.0    0.00    0.00       2         std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() [111]
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type& std::get<0ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> >&) [117]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [114]
[112]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [112]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [106]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [143]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [114]
[113]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [113]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[114]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [114]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [112]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [113]
-----------------------------------------------
                0.00    0.00       2/2           char const* std::addressof<char const>(char const&) [118]
[115]    0.0    0.00    0.00       2         char const* std::__addressof<char const>(char const&) [115]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type& std::get<0ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> >&) [117]
[116]    0.0    0.00    0.00       2         Interconnect*& std::__get_helper<0ul, Interconnect*, std::default_delete<Interconnect> >(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >&) [116]
                0.00    0.00       2/2           std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >&) [109]
-----------------------------------------------
                0.00    0.00       2/2           std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() [111]
[117]    0.0    0.00    0.00       2         std::tuple_element<0ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type& std::get<0ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> >&) [117]
                0.00    0.00       2/2           Interconnect*& std::__get_helper<0ul, Interconnect*, std::default_delete<Interconnect> >(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >&) [116]
-----------------------------------------------
                0.00    0.00       2/2           std::pointer_traits<char const*>::pointer_to(char const&) [110]
[118]    0.0    0.00    0.00       2         char const* std::addressof<char const>(char const&) [118]
                0.00    0.00       2/2           char const* std::__addressof<char const>(char const&) [115]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[119]    0.0    0.00    0.00       2         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [119]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Range>::allocator() [123]
[120]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Range>::new_allocator() [120]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Range>::~allocator() [124]
[121]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Range>::~new_allocator() [121]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [140]
[122]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [122]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Range, std::allocator<Range> >::_Vector_impl::_Vector_impl() [133]
[123]    0.0    0.00    0.00       1         std::allocator<Range>::allocator() [123]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Range>::new_allocator() [120]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Range, std::allocator<Range> >::_Vector_impl::~_Vector_impl() [134]
[124]    0.0    0.00    0.00       1         std::allocator<Range>::~allocator() [124]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Range>::~new_allocator() [121]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_Tuple_impl() [130]
[125]    0.0    0.00    0.00       1         std::_Head_base<0ul, Interconnect*, false>::_Head_base() [125]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Interconnect> >&) [131]
[126]    0.0    0.00    0.00       1         std::_Head_base<1ul, std::default_delete<Interconnect>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Interconnect>, true>&) [126]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<Interconnect> >::_Tuple_impl() [132]
[127]    0.0    0.00    0.00       1         std::_Head_base<1ul, std::default_delete<Interconnect>, true>::_Head_base() [127]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::~unique_ptr() [40]
[128]    0.0    0.00    0.00       1         std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::get_deleter() [128]
                0.00    0.00       1/1           std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_deleter() [138]
-----------------------------------------------
                0.00    0.00       1/1           std::_MakeUniq<Interconnect>::__single_object std::make_unique<Interconnect>() [18]
[129]    0.0    0.00    0.00       1         std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::unique_ptr<std::default_delete<Interconnect>, void>(Interconnect*) [129]
                0.00    0.00       1/1           std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::__uniq_ptr_impl(Interconnect*) [139]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple<Interconnect*, std::default_delete<Interconnect> >::tuple<Interconnect*, std::default_delete<Interconnect>, true>() [141]
[130]    0.0    0.00    0.00       1         std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_Tuple_impl() [130]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<Interconnect> >::_Tuple_impl() [132]
                0.00    0.00       1/1           std::_Head_base<0ul, Interconnect*, false>::_Head_base() [125]
-----------------------------------------------
                0.00    0.00       1/1           std::default_delete<Interconnect>& std::__get_helper<1ul, std::default_delete<Interconnect>>(std::_Tuple_impl<1ul, std::default_delete<Interconnect>>&) [149]
[131]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Interconnect> >&) [131]
                0.00    0.00       1/1           std::_Head_base<1ul, std::default_delete<Interconnect>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Interconnect>, true>&) [126]
-----------------------------------------------
                0.00    0.00       1/1           std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_Tuple_impl() [130]
[132]    0.0    0.00    0.00       1         std::_Tuple_impl<1ul, std::default_delete<Interconnect> >::_Tuple_impl() [132]
                0.00    0.00       1/1           std::_Head_base<1ul, std::default_delete<Interconnect>, true>::_Head_base() [127]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Range, std::allocator<Range> >::_Vector_base() [135]
[133]    0.0    0.00    0.00       1         std::_Vector_base<Range, std::allocator<Range> >::_Vector_impl::_Vector_impl() [133]
                0.00    0.00       1/1           std::allocator<Range>::allocator() [123]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Range, std::allocator<Range> >::~_Vector_base() [136]
[134]    0.0    0.00    0.00       1         std::_Vector_base<Range, std::allocator<Range> >::_Vector_impl::~_Vector_impl() [134]
                0.00    0.00       1/1           std::allocator<Range>::~allocator() [124]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Range, std::allocator<Range> >::vector() [142]
[135]    0.0    0.00    0.00       1         std::_Vector_base<Range, std::allocator<Range> >::_Vector_base() [135]
                0.00    0.00       1/1           std::_Vector_base<Range, std::allocator<Range> >::_Vector_impl::_Vector_impl() [133]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Range, std::allocator<Range> >::~vector() [41]
[136]    0.0    0.00    0.00       1         std::_Vector_base<Range, std::allocator<Range> >::~_Vector_base() [136]
                0.00    0.00       1/7           std::_Vector_base<Range, std::allocator<Range> >::_M_deallocate(Range*, unsigned long) [96]
                0.00    0.00       1/1           std::_Vector_base<Range, std::allocator<Range> >::_Vector_impl::~_Vector_impl() [134]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [145]
[137]    0.0    0.00    0.00       1         std::pointer_traits<char*>::pointer_to(char&) [137]
                0.00    0.00       1/1           char* std::addressof<char>(char&) [152]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::get_deleter() [128]
[138]    0.0    0.00    0.00       1         std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_deleter() [138]
                0.00    0.00       1/1           std::tuple_element<1ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type& std::get<1ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> >&) [150]
-----------------------------------------------
                0.00    0.00       1/1           std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::unique_ptr<std::default_delete<Interconnect>, void>(Interconnect*) [129]
[139]    0.0    0.00    0.00       1         std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::__uniq_ptr_impl(Interconnect*) [139]
                0.00    0.00       1/1           std::tuple<Interconnect*, std::default_delete<Interconnect> >::tuple<Interconnect*, std::default_delete<Interconnect>, true>() [141]
                0.00    0.00       1/2           std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_ptr() [111]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [143]
[140]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [140]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [122]
-----------------------------------------------
                0.00    0.00       1/1           std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::__uniq_ptr_impl(Interconnect*) [139]
[141]    0.0    0.00    0.00       1         std::tuple<Interconnect*, std::default_delete<Interconnect> >::tuple<Interconnect*, std::default_delete<Interconnect>, true>() [141]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_Tuple_impl() [130]
-----------------------------------------------
                0.00    0.00       1/1           Interconnect::Interconnect() [17]
[142]    0.0    0.00    0.00       1         std::vector<Range, std::allocator<Range> >::vector() [142]
                0.00    0.00       1/1           std::_Vector_base<Range, std::allocator<Range> >::_Vector_base() [135]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [112]
[143]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [143]
                0.00    0.00       1/1000004     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [50]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [146]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [140]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [27]
[144]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [144]
                0.00    0.00       1/1           std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&) [151]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [27]
[145]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [145]
                0.00    0.00       1/1           std::pointer_traits<char*>::pointer_to(char&) [137]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [143]
[146]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [146]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [26]
[147]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [147]
-----------------------------------------------
                0.00    0.00       1/1           char* std::addressof<char>(char&) [152]
[148]    0.0    0.00    0.00       1         char* std::__addressof<char>(char&) [148]
-----------------------------------------------
                0.00    0.00       1/1           std::tuple_element<1ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type& std::get<1ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> >&) [150]
[149]    0.0    0.00    0.00       1         std::default_delete<Interconnect>& std::__get_helper<1ul, std::default_delete<Interconnect>>(std::_Tuple_impl<1ul, std::default_delete<Interconnect>>&) [149]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Interconnect> >&) [131]
-----------------------------------------------
                0.00    0.00       1/1           std::__uniq_ptr_impl<Interconnect, std::default_delete<Interconnect> >::_M_deleter() [138]
[150]    0.0    0.00    0.00       1         std::tuple_element<1ul, std::tuple<Interconnect*, std::default_delete<Interconnect> > >::type& std::get<1ul, Interconnect*, std::default_delete<Interconnect> >(std::tuple<Interconnect*, std::default_delete<Interconnect> >&) [150]
                0.00    0.00       1/1           std::default_delete<Interconnect>& std::__get_helper<1ul, std::default_delete<Interconnect>>(std::_Tuple_impl<1ul, std::default_delete<Interconnect>>&) [149]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [144]
[151]    0.0    0.00    0.00       1         std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&) [151]
-----------------------------------------------
                0.00    0.00       1/1           std::pointer_traits<char*>::pointer_to(char&) [137]
[152]    0.0    0.00    0.00       1         char* std::addressof<char>(char&) [152]
                0.00    0.00       1/1           char* std::__addressof<char>(char&) [148]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [17] Interconnect::Interconnect() [40] std::unique_ptr<Interconnect, std::default_delete<Interconnect> >::~unique_ptr() [147] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long)
  [38] Interconnect::~Interconnect() [15] std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> > const&) [27] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string()
  [24] Range::Range(unsigned int, unsigned int) [109] std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >&) [114] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string()
  [19] Range::~Range()       [130] std::_Tuple_impl<0ul, Interconnect*, std::default_delete<Interconnect> >::_Tuple_impl() [23] std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int)
  [97] __gnu_cxx::new_allocator<Range>::deallocate(Range*, unsigned long) [131] std::_Tuple_impl<1ul, std::default_delete<Interconnect> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Interconnect> >&) [5] std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  [98] __gnu_cxx::new_allocator<Range>::allocate(unsigned long, void const*) [132] std::_Tuple_impl<1ul, std::default_delete<Interconnect> >::_Tuple_impl() [70] std::optional<Range>::optional<Range&, true>(Range&)
  [86] void __gnu_cxx::new_allocator<Range>::construct<Range, Range const&>(Range*, Range const&) [25] std::char_traits<char>::assign(char&, char const&) [63] std::optional<Range>::optional(std::nullopt_t)
